"","subject","tdiff","agey","sex","edu","language","zAN","zBD","zCH","zKW","zOE","zOG","zRZ","zSC","zST","zTG","zTM","zUW","zWA","zWE","zWM","zXG","zZN","zZP","zZZ","zSpeed","zCapacity","zMemory","zTotal","g","grel","H0meanRT","H1meanRT","H2meanRT","H258errorRate","H0oddMean","H0evenMean","H1oddMean","H1evenMean","H2oddMean","H2evenMean","H258oddMean","H258evenMean","Hinter","Hslope","Hrsquare","Hrmse","S1log10mean","S2log10mean","S3log10mean","S4log10sd","S1oddMean","S1evenMean","S2oddMean","S2evenMean","S3oddMean","S3evenMean","S4oddMean","S4evenMean","S1mean","S2mean","S3mean","S4median","SiMedian","Sasymptote","Sslope"
"11",19,4,22,"female","Bachelor","Deutsch",-1.32232103813255,-1.09156416750845,0.196172619727882,-1.07394679463758,-0.532157989982435,0.799705006475528,0.335300754908917,-0.068875712596854,-0.387075772964778,-1.39575623292218,-1.15460719222901,-1.77666948923582,-0.638819012051894,0.973861500523576,-0.043700306310605,-0.758424461304057,-0.347132125975321,0.0214365971619762,0.202407139534239,-0.752758148574297,-0.555930410209624,0.261105694069989,-0.349194288237977,-0.387508343370569,0.778242717853327,278,327,402,0,271,303,329,338,435,394,491,471,265,76,0.959,15.56,2.0871,2.1785,2.4631,0.0591,2.1162,2.0581,2.1684,2.1886,2.4511,2.4751,2.622,2.5575,122,151,290,412,0.522,78,0.226
"12",20,5,21,"female","Bachelor","Deutsch",1.09699278948216,1.43477883281904,1.39077603538423,0.133965795885184,1.6159135312252,0.799705006475528,0.822143132143216,1.4365505770201,-0.387075772964778,0.72912639033248,0.216404840452701,1.65120480903758,-0.109066660594226,0.973861500523576,-0.043700306310605,1.56817087863621,2.09476282916142,0.89604976137061,-0.138841261002825,1.05068309350689,1.0210700684844,0.349999821348584,0.807250994446624,0.668215840385273,0.778242717853327,197,255,338,0,190,204,254,257,333,343,391,351,194,69,0.9941,5.26,2.0107,1.9901,2.0986,0.0273,2.0103,2.0111,1.9757,2.0045,2.117,2.0802,2.1607,2.131,102,98,125,140,0.134,84,0.069
"13",21,5,19,"female","Bachelor","Vietnamesisch",0.492164332578484,0.171607332655298,0.196172619727882,-0.771968647006891,0.9549684477767,0.173848914451202,1.55240669799467,1.4365505770201,-0.387075772964778,-1.69931089338713,-0.331999972619982,1.30841737921024,-0.109066660594226,-0.536281839815347,-0.386579632747659,0.550285417412342,0.059850366547469,1.77066292557924,-1.16258646261402,0.126331392574165,0.290611877109954,-0.0880019780185592,0.109647097221853,0.100131414453876,0.778242717853327,254,277,331,0.03,247,261,276,279,332,329,363,392,244,47,0.9479,10.92,2.0119,2.091,2.2157,0.0597,2.0062,2.0176,2.0551,2.1269,2.1555,2.2758,2.3555,2.2532,103,123,164,200,0.292,80,0.129
"14",22,5,19,"female","Bachelor","Deutsch",0.492164332578484,0.80319308273717,0.196172619727882,-0.620979573191545,0.128787093466069,-0.243388480231682,1.06556432076037,-0.068875712596854,0.14646110328397,-0.485092251527323,0.490607246989042,0.737104996164671,-0.109066660594226,-0.70407554429745,0.642058346563502,-0.61301225255779,0.466832859070259,0.89604976137061,0.202407139534239,0.0464100699478244,0.244639114195764,0.156585387703865,0.149211523949151,0.0923486567727801,0.778242717853327,256,288,369,0,269,269,291,293,371,368,388,396,249,54,0.9631,10.38,1.9321,2.0506,2.2159,0.1377,1.9465,1.9176,2.0449,2.0562,2.1881,2.2437,2.1906,2.4273,86,112,164,206,0.38,65,0.161
"15",23,6,23,"female","Matura","Deutsch",-0.112664124325195,-0.189298810248628,-0.401129088100295,-0.469990499376199,0.294023364328195,0.382467611792644,-0.881805188176832,0.934741813814448,-0.920612649213525,-0.485092251527323,-1.15460719222901,0.622842519555558,-0.638819012051894,0.302686682595166,0.642058346563502,0.114048791173543,1.28079784411584,0.458743179266293,0.202407139534239,-0.269685765637874,-0.0152799597960173,0.17795838508972,-0.0356691134480572,-0.0830202887565467,0.778242717853327,230,283,326,0,232,229,296,279,338,335,383,421,225,60,0.9597,12.06,2.0452,2.0174,2.2233,0.0882,2.041,2.0494,2.0013,2.0334,2.1986,2.248,2.4097,2.4474,111,104,167,280,0.406,58,0.208
"16",24,6,20,"female","Bachelor","Deutsch",1.09699278948216,-0.369751881700592,-0.998430795928471,0.435943943515876,0.294023364328195,1.42556109849985,1.30898550937752,-0.570684475802505,0.946766417657091,0.425571729867529,0.490607246989042,0.508580042946445,-1.16857136350956,0.302686682595166,1.32781699943761,0.841109834904875,0.466832859070259,0.89604976137061,0.543655540071302,0.4893137500489,-0.113875623283179,0.907089416605272,0.427509181123664,0.221654165787285,0.778242717853327,246,303,383,0,238,253,292,314,393,385,429,440,241,71,0.9943,5.28,1.8511,1.8919,1.9873,0.0368,1.8497,1.8525,1.8851,1.8987,1.9968,1.9778,2.0988,2.1239,71,78,97,133,0.271,53,0.12
"17",25,4,20,"female","Bachelor","Deutsch",-0.717492581228873,0.712966547011188,0.196172619727882,-1.22493586845293,1.28544098950095,0.799705006475528,1.06556432076037,1.93835934022575,1.21353485578146,1.03268105079743,0.490607246989042,1.07989242599201,-0.638819012051894,0.470480387077268,1.32781699943761,1.56817087863621,1.68778033663863,0.89604976137061,2.24989754275662,0.739981319708869,0.492767991716755,1.15958075881652,0.797443356747381,0.515179848289379,0.778242717853327,211,258,311,0.03,210,223,258,258,316,319,368,346,207,55,0.9894,5.65,1.7237,1.7446,1.8282,0.0241,1.6787,1.7687,1.7544,1.7349,1.8188,1.8376,1.9463,1.9368,53,56,67,88,0.234,41,0.1
"18",26,6,21,"female","Matura","Deutsch",0.492164332578484,-0.27952534597461,-0.998430795928471,-0.0170232779301616,0.624495906052448,0.382467611792644,0.822143132143216,-0.570684475802505,0.946766417657091,-0.181537591062372,-1.42880959876535,1.30841737921024,-0.109066660594226,1.30944890948778,-0.729458959184712,-0.322187835065257,0.466832859070259,-0.41586998494234,-0.138841261002825,0.10772749802721,-0.357999056573634,0.225752122301273,-0.00817314541505028,-0.0597938229814731,0.778242717853327,248,289,346,0,225,271,294,284,332,360,384,424,241,57,0.9777,8.43,2.0446,2.0515,2.0842,0.0365,2.0654,2.0238,2.0695,2.0336,2.0988,2.0697,2.1747,2.1476,111,113,121,144,0.133,97,0.052
"19",27,5,23,"female","Matura","Deutsch",-1.32232103813255,-0.640431488878537,-1.59573250375665,1.03990023877726,-2.1845206986037,0.382467611792644,0.578721943526067,0.432933050608797,1.48030329390584,0.122017069402578,0.216404840452701,-0.976832152972027,0.420685690863442,-0.536281839815347,0.299179020126449,0.404873208666076,-0.347132125975321,-0.853176567046657,0.202407139534239,-0.113239954518376,-0.365860347656597,0.162483109749528,-0.105539064141815,-0.140352300883642,0.778242717853327,215,282,391,0.03,201,247,292,272,380,402,453,449,207,90,0.9902,8.81,2.0235,2.0448,1.9861,0.0138,2.0102,2.0368,2.0584,2.0313,1.9695,2.0027,2.0152,1.999,106,111,97,103,-0.025,111,-0.014
"20",28,8,21,"female","Bachelor","Deutsch",1.09699278948216,1.34455229709306,0.793474327556058,1.34187838640795,1.78114980208733,1.21694240115841,2.03924907522896,0.934741813814448,2.28060860827896,1.03268105079743,1.86161927967075,3.02235452834694,0.950438042321111,0.973861500523576,0.984937673000556,2.00440750487501,2.09476282916142,1.33335634347493,1.22615234114543,1.59065301941496,1.28867151366766,1.33597647793031,1.40510033700431,1.04597001254793,0.778242717853327,225,267,326,0.06,225,225,257,277,349,301,324,344,225,45,0.977,6.77,1.7652,1.8501,1.9253,0.0141,1.795,1.7353,1.8918,1.8083,1.9313,1.9193,1.9846,1.9842,58,71,84,97,0.222,51,0.091
"21",30,3,22,"female","Matura","Deutsch",-0.112664124325195,1.07387268991511,-0.998430795928471,-0.319001425560853,0.9549684477767,0.591086309134086,0.0918795662917672,-0.570684475802505,0.14646110328397,-0.181537591062372,-0.880404785692664,0.394317566337332,-0.638819012051894,-0.0329007263690396,0.299179020126449,0.550285417412342,-0.75411461849811,-0.41586998494234,-0.138841261002825,0.361744517462116,-0.659186302049807,0.0748524100383832,-0.0741964581831023,-0.0887334738153021,0.778242717853327,274,376,461,0,260,301,368,385,454,469,626,651,256,130,0.922,37.28,2.1877,2.1848,2.5557,0.2037,2.1764,2.199,2.2073,2.1622,2.2959,2.8156,2.5359,2.8389,154,153,360,436,0.457,85,0.245
"22",31,3,21,"female","Bachelor","Tamil",-0.717492581228873,0.893419618463152,0.196172619727882,-0.469990499376199,0.789732176914574,1.21694240115841,-0.638383999559682,-0.570684475802505,-0.920612649213525,0.122017069402578,-0.0577975660836406,0.280055089728219,-0.638819012051894,-0.200694430851142,-0.386579632747659,-0.176775626318991,-0.75411461849811,-1.72778973125529,1.22615234114543,0.0866697899209053,-0.423789272322857,-0.132096950293962,-0.156405477565305,-0.132023123039569,0.778242717853327,228,275,345,0,226,230,293,280,322,385,386,363,227,54,0.9865,6.27,2.0453,2.0089,2.0185,0.0394,1.9878,2.1027,2.0266,1.9912,2.0096,2.0274,2.1157,2.1785,111,102,104,138,0.075,92,0.047
"23",33,10,19,"male","obligatorische Schulzeit","Deutsch",-0.717492581228873,-0.550204953152555,0.793474327556058,0.888911164961914,0.789732176914574,0.382467611792644,1.06556432076037,0.432933050608797,2.28060860827896,0.72912639033248,0.490607246989042,0.737104996164671,0.420685690863442,-0.368488135333245,-0.043700306310605,2.14981971362127,1.28079784411584,0.89604976137061,-0.821338062076953,0.845491468906342,0.45016759648405,0.387599912953569,0.561086326114654,0.43698643336241,0.778242717853327,229,267,402,0.03,215,243,278,266,392,413,478,527,204,103,0.9394,25.67,1.8076,1.7801,1.8341,0.0192,1.8167,1.7984,1.7814,1.7789,1.8479,1.8202,1.9762,1.984,64,60,68,96,0.185,48,0.088
"24",36,7,23,"female","Matura","Deutsch",-0.717492581228873,0.622740011285207,1.39077603538423,0.133965795885184,0.9549684477767,1.6341797958413,-0.151541622325383,0.432933050608797,0.679997979532717,0.425571729867529,-0.331999972619982,0.394317566337332,-0.638819012051894,1.14165520500568,-0.386579632747659,-0.031363417572724,-0.347132125975321,0.458743179266293,0.202407139534239,0.325723490819419,-0.0352891009805065,0.621733944405428,0.30405611141478,0.156729575201868,0.778242717853327,248,288,374,0,238,259,285,291,375,402,409,401,242,61,0.9747,9.65,1.852,1.9291,2.0063,0.2217,1.8805,1.8235,1.9628,1.8953,2.0386,1.974,2.3104,2.1497,71,85,101,141,0.326,44,0.181
"25",37,8,19,"female","Bachelor","Deutsch",1.70182124638584,0.26183386838128,0.196172619727882,1.79484560785399,0.128787093466069,1.84279849318274,0.335300754908917,-0.570684475802505,2.28060860827896,0.72912639033248,1.58741687313441,0.622842519555558,0.950438042321111,1.47724261396988,0.984937673000556,0.695697626158609,1.68778033663863,1.77066292557924,1.90864914221956,0.657598556850224,0.925490773734227,1.71081657603849,1.09796863554098,0.68924729721286,0.778242717853327,261,302,376,0.06,253,269,305,298,406,366,468,445,246,73,0.9449,17.47,1.8015,1.7298,1.8758,0.0226,1.8041,1.7989,1.724,1.7356,1.8621,1.8894,1.9561,1.9178,63,54,75,86,0.134,49,0.076
"26",38,3,23,"female","Bachelor","Deutsch",-0.717492581228873,-0.189298810248628,0.196172619727882,-0.319001425560853,0.294023364328195,0.591086309134086,0.335300754908917,-1.57430200221381,0.413229541408344,1.03268105079743,-0.331999972619982,-0.748307199753801,0.950438042321111,0.302686682595166,-0.043700306310605,-0.322187835065257,-0.75411461849811,0.0214365971619762,0.543655540071302,0.138586183193301,-0.37188308541863,0.304732394010045,0.0238118305949052,-0.0440427302938263,0.778242717853327,247,276,331,0.03,254,255,279,281,342,327,373,374,241,46,0.9798,6.44,1.9343,2.0458,1.9524,0.0445,1.9291,1.9395,2.0467,2.0449,1.9451,1.9596,2.1278,2.1228,86,111,90,134,0.188,77,0.066
"27",39,4,21,"female","Bachelor","Deutsch",1.09699278948216,0.532513475559225,1.39077603538423,0.28495486970053,-0.366921719120309,1.84279849318274,0.822143132143216,1.4365505770201,-0.120307334840404,0.425571729867529,1.31321446659807,-0.519782246535574,0.950438042321111,1.47724261396988,3.04221363162288,0.404873208666076,1.68778033663863,2.20796950768356,1.22615234114543,0.350522449469378,1.31262537457405,1.61267820879401,1.09194201094581,0.695183780330475,0.778242717853327,222,286,381,0,222,221,280,300,407,381,464,444,211,89,0.9826,11.7,1.9895,2.0348,2.0581,0.0232,1.981,1.9981,2.0161,2.0535,2.051,2.0652,2.1241,2.1325,98,108,114,136,0.151,87,0.057
"28",40,7,22,"female","Bachelor","Deutsch",0.492164332578484,-0.550204953152555,0.793474327556058,0.586933017331222,-1.19310307343094,0.591086309134086,0.578721943526067,-0.570684475802505,0.946766417657091,0.72912639033248,0.216404840452701,1.19415490260112,1.48019039377878,0.302686682595166,1.67069632587466,-0.467600043811524,-0.75411461849811,-0.853176567046657,-0.138841261002825,-0.0526877865342084,0.276239133344234,0.419869651201921,0.214473666003982,0.104106647401497,0.778242717853327,224,280,328,0.03,218,238,279,282,342,329,396,413,217,66,0.9561,13.85,1.9728,1.9782,2.189,0.0344,2.0134,1.9322,1.9419,2.0146,2.2488,2.1291,2.1445,2.0903,94,95,155,131,0.152,83,0.076
"29",41,9,28,"male","Master","Deutsch,Kurdisch",-0.112664124325195,1.07387268991511,-0.401129088100295,-0.0170232779301616,1.28544098950095,-0.452007177573124,0.335300754908917,0.934741813814448,-0.920612649213525,-0.181537591062372,-0.331999972619982,0.851367472773785,1.48019039377878,-1.20745665774376,-0.043700306310605,0.986522043651142,0.873815351593048,-0.41586998494234,-0.821338062076953,0.580429268163932,0.4071590623568,-0.643497472976718,0.114696952514672,0.207914136171125,0.778242717853327,204,234,313,0,201,216,233,243,311,316,339,327,197,52,0.9605,10.36,1.8931,1.9357,2.0469,0.0318,1.9092,1.8769,1.922,1.9495,2.0455,2.0483,2.1294,2.0915,78,86,111,126,0.196,63,0.099
"30",42,7,21,"female","Bachelor","Deutsch",1.70182124638584,0.352060404107262,0.196172619727882,1.34187838640795,-1.02786680256881,1.84279849318274,-1.12522637679398,-1.57430200221381,0.14646110328397,1.63979037172733,1.58741687313441,-0.291257293317348,2.00994274523645,-1.87863147567217,3.38509295805993,0.550285417412342,-0.347132125975321,0.0214365971619762,-0.138841261002825,0.288486900048682,0.595653226049241,0.563052735835604,0.482397620644509,0.326330239729044,0.778242717853327,232,307,384,0.06,223,261,349,305,387,381,472,453,226,86,0.9849,10.53,1.8014,1.9053,1.8819,0.066,1.8817,1.7211,1.8867,1.924,1.8892,1.8746,2.0431,1.9501,63,80,76,95,0.235,56,0.074
"31",43,7,21,"female","Bachelor","Deutsch",-0.717492581228873,0.352060404107262,1.39077603538423,-0.168012351745508,-0.697394260844562,-0.243388480231682,-0.638383999559682,0.432933050608797,1.21353485578146,-0.181537591062372,0.216404840452701,0.737104996164671,0.420685690863442,-0.70407554429745,0.642058346563502,0.259460999919809,0.466832859070259,0.458743179266293,1.22615234114543,-0.178967799864175,0.36835664919176,0.432170783037926,0.207186544121837,0.0932064791875652,0.778242717853327,214,307,371,0,210,229,321,312,363,395,405,415,223,72,0.9832,9.22,1.7328,1.7726,1.9177,0.0194,1.7507,1.7149,1.7756,1.7696,1.9059,1.9294,2.0445,2.0643,54,59,83,112,0.299,37,0.153
"32",44,6,20,"female","Matura","Deutsch",-1.32232103813255,-0.189298810248628,-0.998430795928471,-0.620979573191545,0.9549684477767,-2.3295754536461,-0.394962810942532,-1.07249323900816,-0.920612649213525,-0.485092251527323,-1.15460719222901,-0.0627323400991212,-0.109066660594226,1.14165520500568,-0.043700306310605,-1.19466108754286,-0.75411461849811,-0.853176567046657,-1.84508326368814,-0.321671014279364,-0.901838924065087,-0.808415505816559,-0.677308481387003,-0.491363286309442,0.778242717853327,245,346,456,0.03,230,277,350,342,468,442,552,570,238,115,0.9931,9.44,2.0525,1.92,1.9076,0.0256,2.0759,2.0291,1.9549,1.8851,1.8577,1.9574,1.8764,1.8588,113,83,81,75,-0.176,124,-0.079
"33",45,8,19,"female","Bachelor","Deutsch",0.492164332578484,1.615231904271,-0.401129088100295,1.4928674602233,1.6159135312252,0.591086309134086,1.79582788661182,1.4365505770201,0.413229541408344,1.03268105079743,0.764809653525383,0.508580042946445,0.420685690863442,1.14165520500568,-0.043700306310605,0.550285417412342,2.09476282916142,-0.853176567046657,0.202407139534239,1.35046787509018,0.801307332508088,0.241916886954181,0.797897364850817,0.683663121157306,0.778242717853327,205,252,309,0.06,198,211,249,255,312,324,375,359,198,61,0.9778,9.01,1.9018,1.9796,1.9966,0.0129,1.8667,1.9368,1.9675,1.9918,2.0113,1.9819,2.0582,2.0381,80,95,99,113,0.154,74,0.057
"34",46,3,21,"female","Matura","Deutsch",-0.717492581228873,-0.0990722745226468,1.39077603538423,-0.319001425560853,-0.366921719120309,0.799705006475528,-0.151541622325383,-0.570684475802505,-0.653844211089151,-0.181537591062372,-0.0577975660836406,-0.405519769926461,0.950438042321111,-0.871869248779553,-0.043700306310605,-1.04924887879659,0.059850366547469,1.33335634347493,0.202407139534239,-0.361220585231359,0.175848303522966,0.127675787217564,-0.0192321648302764,-0.0612683696119728,0.778242717853327,235,279,327,0.03,231,239,284,274,320,333,374,373,231,52,0.9856,6.19,1.9537,2.0322,2.1116,0.0437,1.9495,1.9579,2.02,2.0444,2.1195,2.1037,2.15,2.149,90,108,129,141,0.2,80,0.082
"35",47,7,22,"female","Matura","Deutsch",0.492164332578484,1.70545843999699,-0.401129088100295,1.4928674602233,1.45067726036308,0.799705006475528,1.06556432076037,-0.068875712596854,0.14646110328397,0.72912639033248,1.58741687313441,0.622842519555558,1.48019039377878,0.470480387077268,0.299179020126449,0.404873208666076,0.873815351593048,0.458743179266293,-0.480089661539889,1.14142784672371,0.660597025064595,0.28241317244827,0.694812681412193,0.580402308298724,0.778242717853327,220,245,280,0.06,218,241,252,253,288,273,335,333,212,42,0.9211,12.02,1.8971,2.0059,2.0997,0.0899,1.8932,1.901,2.01,2.0019,2.0934,2.106,2.2088,2.3573,79,101,126,192,0.39,54,0.174
"36",48,6,21,"female","Matura","Tamil",1.70182124638584,0.26183386838128,1.39077603538423,-0.469990499376199,0.789732176914574,1.00832370381697,1.30898550937752,0.432933050608797,0.14646110328397,1.03268105079743,-0.0577975660836406,1.42267985581935,0.950438042321111,0.302686682595166,2.01357565231172,1.13193425239741,1.28079784411584,0.0214365971619762,2.24989754275662,0.675862726415335,0.949828108788697,0.957063546987737,0.860918127397256,0.605756027351063,0.778242717853327,255,290,389,0,250,259,289,305,368,408,487,521,232,89,0.9203,25.77,1.8458,1.828,1.9448,0.0311,1.8105,1.8811,1.8321,1.8239,1.941,1.9486,2.0133,2.0613,70,67,88,109,0.186,53,0.097
"37",50,9,19,"male","Berufslehre","Deutsch",1.09699278948216,-4.42994598936977,1.39077603538423,-0.0170232779301616,-0.862630531706688,0.799705006475528,0.822143132143216,0.432933050608797,0.413229541408344,0.425571729867529,1.31321446659807,1.07989242599201,-0.109066660594226,1.81283002293409,-0.043700306310605,0.695697626158609,0.466832859070259,0.0214365971619762,0.202407139534239,-0.561031218472877,0.765280423424882,0.534318000200595,0.2461890683842,0.103946935275592,0.778242717853327,222,303,401,0,219,224,334,301,396,406,472,520,214,99,0.9894,10.09,1.7179,1.6534,1.6837,0.0747,1.7943,1.6415,1.6411,1.6658,1.7109,1.6564,1.8371,1.731,52,45,48,61,0.046,44,0.035
"38",51,3,22,"female","Matura","Deutsch",-0.112664124325195,1.52500536854502,0.196172619727882,2.09682375548468,1.45067726036308,-0.243388480231682,0.578721943526067,0.432933050608797,0.14646110328397,2.55045435312218,1.58741687313441,0.622842519555558,1.48019039377878,-0.871869248779553,-1.41521761205882,0.550285417412342,1.28079784411584,-0.41586998494234,-0.821338062076953,1.45866134974223,0.810807776173418,-0.603537047467563,0.555310692816028,0.612508642058704,0.778242717853327,222,283,336,0.03,225,223,276,300,334,339,407,438,214,73,0.951,16.34,1.9042,1.9396,1.9058,0.0171,1.8799,1.9286,1.957,1.9223,1.8995,1.912,1.9887,1.9841,80,87,81,97,0.083,75,0.03
